target_name,target_ID,drugbank_ID,disease_name,disease_ID
D(2) dopamine receptor,292,831,Neuroleptic malignant syndrome,555
D(2) dopamine receptor,292,831,Neurological diseases,558
D(2) dopamine receptor,292,831,Parkinson's disease,621
D(2) dopamine receptor,292,831,Psychiatric illness,670
D(2) dopamine receptor,292,831,Respiratory diseases,698
D(2) dopamine receptor,292,831,Schizophrenia,711
D(2) dopamine receptor,292,831,Vomiting,831
Thromboxane A2 receptor,294,835,Platelet adhesion,641
Epidermal growth factor receptor,298,844,Breast cancer,117
Epidermal growth factor receptor,298,844,"Cancer, unspecific",130
Epidermal growth factor receptor,298,844,Colorectal cancer,200
Epidermal growth factor receptor,298,844,Glioblastoma multiforme,332
Epidermal growth factor receptor,298,844,HCV infection,345
Epidermal growth factor receptor,298,844,Head and neck tumors,349
Epidermal growth factor receptor,298,844,Lymphangiomatosis,474
Epidermal growth factor receptor,298,844,Non-small Cell Lung Cancer,569
Epidermal growth factor receptor,298,844,Ovarian cancer,597
Epidermal growth factor receptor,298,844,Pancreatic Cancer,612
Epidermal growth factor receptor,298,844,Solid Tumor,743
Epidermal growth factor receptor,298,844,Squamous cell carcinoma,749
Epidermal growth factor receptor,298,844,Tumors,797
Mu-type opioid receptor,299,847,Analgesics,55
Mu-type opioid receptor,299,847,Cough,210
Mu-type opioid receptor,299,847,Diarrhea,246
Mu-type opioid receptor,299,847,Dyspnea,265
Mu-type opioid receptor,299,847,Opioid-induced bowel dysfunction,579
Mu-type opioid receptor,299,847,"Pain, unspecified",611
Estrogen receptor beta,307,869,Breast cancer,117
Estrogen receptor beta,307,869,"Cardiovascular disease, unspecified",144
Estrogen receptor beta,307,869,ER beta-positive prostate tumors,282
Estrogen receptor beta,307,869,Neurodegenerative diseases,550
Estrogen receptor beta,307,869,Vascular injury response,813
Glucocorticoid receptor,308,871,Cocaine dependence,193
Glucocorticoid receptor,308,871,Drug dependence,258
Glucocorticoid receptor,308,871,Major Depressive Disorder,488
Glucocorticoid receptor,308,871,XX disorders of sex development (Disorders related to androgen excess),1012
Gamma-aminobutyric acid receptor subunit alpha-1,309,872,Anxiety Disorders,73
Gamma-aminobutyric acid receptor subunit alpha-1,309,872,Insomnia,429
Retinoic acid receptor RXR-beta,789,88,Atherosclerosis,79
Retinoic acid receptor RXR-beta,789,88,Cancers,133
5-hydroxytryptamine 1B receptor,310,885,"Anxiety disorder, unspecified",72
5-hydroxytryptamine 1B receptor,310,885,Migraine,517
5-hydroxytryptamine 1B receptor,310,885,Obsessive-compulsive disorder,573
5-hydroxytryptamine 1B receptor,310,885,Pulmonary hypertension,675
Glutathione S-transferase P,733,904,Breast Neoplasms,121
Glutathione S-transferase P,733,904,"Carcinoma, Non-Small-Cell Lung",135
Glutathione S-transferase P,733,904,Colorectal Neoplasms,201
Glutathione S-transferase P,733,904,Drug Toxicity,259
Glutathione S-transferase P,733,904,Gastrointestinal Neoplasms,319
Glutathione S-transferase P,733,904,Head and Neck Neoplasms,347
Glutathione S-transferase P,733,904,Neoplasms,542
Glutathione S-transferase P,733,904,Neurotoxicity Syndromes,563
Glutathione S-transferase P,733,904,Neutropenia,564
Glutathione S-transferase P,733,904,Ovarian Neoplasms,598
Glutathione S-transferase P,733,904,Peripheral Nervous System Diseases,629
Glutathione S-transferase P,733,904,Precursor Cell Lymphoblastic Leukemia-Lymphoma,651
Glutathione S-transferase P,733,904,Rectal Neoplasms,680
"Maltase-glucoamylase, intestinal",318,929,Diabetes mellitus,234
Dipeptidyl peptidase IV,332,952,Autoimmune Diseases,88
Dipeptidyl peptidase IV,332,952,Diabetes mellitus,234
Dipeptidyl peptidase IV,332,952,Malignancies,491
Dipeptidyl peptidase IV,332,952,Noninsulin-dependent diabetes mellitus,567
Dipeptidyl peptidase IV,332,952,Obesity,572
